"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1960601698986287248","Thu Sep 04 23:56:47 +0000 2025","0","@0330Kyon @GiveRep Giverep's emphasis on SUI's accessibility for users with limited digital literacy shows Web3's commitment to true inclusivity. @GiveRep","1963753138214883768","","0330Kyon","en","","0","0","0","https://x.com/undefined/status/1963753138214883768","861678391",
"1963746451432829189","Thu Sep 04 23:30:13 +0000 2025","0","Digital literacy course welcomes back Cambridge students https://t.co/GCM6njvQTT","1963746451432829189","","","en","","0","0","0","https://x.com/undefined/status/1963746451432829189","18970117",
"1963746450421989639","Thu Sep 04 23:30:13 +0000 2025","2","Digital literacy course welcomes back Cambridge students https://t.co/keuq1leDD5","1963746450421989639","","","en","","0","0","0","https://x.com/undefined/status/1963746450421989639","23659017",
"1963741873484492846","Thu Sep 04 23:12:01 +0000 2025","0"," Extending [digital literacy and critical thinking] to include discussion of generative AI will likely become necessary in the coming years and our results suggest that it would be useful for many children now. https://t.co/30yufI3S91","1963741873484492846","","","en","","0","0","0","https://x.com/undefined/status/1963741873484492846","110785231",
"1963530809794568485","Thu Sep 04 23:05:37 +0000 2025","1","@yinigeria Driving digital literacy for creativity &amp; innovation in the sustainable tech eco system attend the Technology Ecosystem Dialogue 2025 where ideas meet demand for initiative. #TED2025 #TechnologyEcosystemDialogue #Innovation #Sustainability #TechForGood #NigeriaTech #africarising","1963740259537027188","","yinigeria","en","","0","2","0","https://x.com/undefined/status/1963740259537027188","342078861",
"1963737891911405931","Thu Sep 04 22:56:12 +0000 2025","0","An empowering digital literacy programme designed to equip senior citizens with the skills and confidence to thrive in today s connected world. https://t.co/mwpPaVyNnV","1963737891911405931","","","en","","0","0","1","https://x.com/undefined/status/1963737891911405931","25357817",
"1963729287250424022","Thu Sep 04 22:22:01 +0000 2025","0","International Literacy Day is Sept. 8! We don t want to miss the opportunity to share stories about how literacy impacts human rights freedom and global citizenship. This year the theme is Promoting literacy in the digital era. #literacyday @UNESCO https://t.co/RZOdihBin8","1963729287250424022","","","en","","0","1","0","https://x.com/undefined/status/1963729287250424022","880425575516700672",
"1963721599083003994","Thu Sep 04 21:51:28 +0000 2025","1","It s the first day of school for many local districts. Ninth graders at @CambridgeCSD also started a digital literacy course focused on online safety and artificial intelligence. https://t.co/nTSqXI7jlJ","1963721599083003994","","","en","","0","1","1","https://x.com/undefined/status/1963721599083003994","1511849583189573636",
"1963700057334857824","Thu Sep 04 20:25:52 +0000 2025","5","We knew diving into digital assets was an important topic for Finance Fridays. There is a lot of interest in it- and just as many questions about just what it is. We're breaking it all down in our free financial literacy newsletter. https://t.co/FY7J1BxsGO #ncga #cryptocurrency","1963700057334857824","","","en","","0","1","0","https://x.com/undefined/status/1963700057334857824","254612046",
"1963697935889445278","Thu Sep 04 20:17:26 +0000 2025","0","International Literacy Week dials in on digital literacy in Swift Current @City_SC https://t.co/zdVA0Ziyy4","1963697935889445278","","","en","","0","0","0","https://x.com/undefined/status/1963697935889445278","65110561",
